ID,Target_07_AUC,Target_90_AUC,Target_120_AUC,Target_07_LogLoss,Target_90_LogLoss,Target_120_LogLoss
ID_0KPGAQ,0.000184139695337008,0.00032270772424845996,8.5309045558336e-05,0.000184139695337008,0.00032270772424845996,8.5309045558336e-05
ID_3LJO3C,0.000184139695337008,0.000868810246512056,0.000656271285941792,0.000184139695337008,0.000868810246512056,0.000656271285941792
ID_WRG2RD,0.000184139695337008,0.000617323082674828,0.000656271285941792,0.000184139695337008,0.000617323082674828,0.000656271285941792
ID_4K4IHE,0.000184139695337008,0.000617323082674828,0.000970987836720844,0.000184139695337008,0.000617323082674828,0.000970987836720844
ID_U9Z9PF,1e-07,0.0014784567863087,0.0017755940634642802,1e-07,0.0014784567863087,0.0017755940634642802
ID_HX6A7Q,0.0876849040622167,0.10498108977639764,0.1431848206121209,0.0876849040622167,0.10498108977639764,0.1431848206121209
ID_CB9JIH,0.017199842543204457,0.04378219095054519,0.052277757323241865,0.017199842543204457,0.04378219095054519,0.052277757323241865
ID_HP3OJC,0.01736974524566639,0.03884170828195995,0.051297411089453404,0.01736974524566639,0.03884170828195995,0.051297411089453404
ID_15CTIR,0.04372264951725832,0.1028975000065211,0.12700288664812018,0.04372264951725832,0.1028975000065211,0.12700288664812018
ID_A7QLXN,0.000926918466697196,0.0015276721688951601,0.000656271285941792,0.000926918466697196,0.0015276721688951601,0.000656271285941792
ID_97B102,0.014910230909399138,0.01162881304549531,0.027840520321833997,0.014910230909399138,0.01162881304549531,0.027840520321833997
ID_2JV0A5,0.0438958544962151,0.06316372795656582,0.07880800941117512,0.0438958544962151,0.06316372795656582,0.07880800941117512
ID_4BHS4D,0.013892924310324791,0.015591323371029442,0.014594964307075674,0.013892924310324791,0.015591323371029442,0.014594964307075674
ID_475FQ7,0.000184139695337008,0.000617323082674828,8.5309045558336e-05,0.000184139695337008,0.000617323082674828,8.5309045558336e-05
ID_OOU6SR,0.000184139695337008,0.000617323082674828,8.5309045558336e-05,0.000184139695337008,0.000617323082674828,8.5309045558336e-05
ID_K9F2L9,1e-07,0.000617323082674828,8.5309045558336e-05,1e-07,0.000617323082674828,8.5309045558336e-05
ID_HVXRWN,0.013892924310324791,0.015591323371029442,0.014594964307075674,0.013892924310324791,0.015591323371029442,0.014594964307075674
ID_OD84X2,0.01736974524566639,0.03884170828195995,0.051297411089453404,0.01736974524566639,0.03884170828195995,0.051297411089453404
ID_S015G9,0.000184139695337008,0.0006344010714875799,0.000394018721463988,0.000184139695337008,0.0006344010714875799,0.000394018721463988
ID_SV5TAT,0.02101822041531151,0.02983825701484181,0.038953551284443264,0.02101822041531151,0.02983825701484181,0.038953551284443264
ID_CDCTHP,0.000184139695337008,0.000617323082674828,0.000656271285941792,0.000184139695337008,0.000617323082674828,0.000656271285941792
ID_AROTJX,1e-07,0.000173228401258036,8.5309045558336e-05,1e-07,0.000173228401258036,8.5309045558336e-05
ID_EHAJ1K,0.5194941768822222,0.6097830235251869,0.7638350156476157,0.5194941768822222,0.6097830235251869,0.7638350156476157
ID_IEX25G,0.000184139695337008,0.000868810246512056,0.000656271285941792,0.000184139695337008,0.000868810246512056,0.000656271285941792
ID_W88WIY,1e-07,0.000868810246512056,0.000268902088773992,1e-07,0.000868810246512056,0.000268902088773992
ID_J6RJJ3,0.013816983044592852,0.03299565273003848,0.036106638999424075,0.013816983044592852,0.03299565273003848,0.036106638999424075
ID_HXXXEO,0.000184139695337008,0.000617323082674828,8.5309045558336e-05,0.000184139695337008,0.000617323082674828,8.5309045558336e-05
ID_X4RW56,0.02101822041531151,0.022721098874888795,0.033551110009986604,0.02101822041531151,0.022721098874888795,0.033551110009986604
ID_R34IVE,0.04916253171738234,0.08194031522886197,0.1146629286563596,0.04916253171738234,0.08194031522886197,0.1146629286563596
ID_42HTPO,0.000926918466697196,0.0030484731172632277,0.003393357936801884,0.000926918466697196,0.0030484731172632277,0.003393357936801884
ID_S29RDB,1e-07,0.00019030639007070399,8.5309045558336e-05,1e-07,0.00019030639007070399,8.5309045558336e-05
ID_D92BW9,0.000184139695337008,0.000617323082674828,8.5309045558336e-05,0.000184139695337008,0.000617323082674828,8.5309045558336e-05
ID_LM303R,1e-07,0.001816160817488648,0.002043730777224188,1e-07,0.001816160817488648,0.002043730777224188
ID_9D1349,0.01588559827538414,0.015884247051786694,0.01774321525069895,0.01588559827538414,0.015884247051786694,0.01774321525069895
ID_YXYTNR,0.02101822041531151,0.03348067293429833,0.036151805953702064,0.02101822041531151,0.03348067293429833,0.036151805953702064
ID_LGBT94,0.013816983044592852,0.03299565273003848,0.036106638999424075,0.013816983044592852,0.03299565273003848,0.036106638999424075
ID_F5D4F1,1e-07,0.000617323082674828,0.000394018721463988,1e-07,0.000617323082674828,0.000394018721463988
ID_LCRAB6,0.010457124746638426,0.011046173814651379,0.01388967023617053,0.010457124746638426,0.011046173814651379,0.01388967023617053
ID_2S8CNZ,1e-07,0.00037416041615003203,0.000268902088773992,1e-07,0.00037416041615003203,0.000268902088773992
ID_1SGSZE,1e-07,0.000617323082674828,8.5309045558336e-05,1e-07,0.000617323082674828,8.5309045558336e-05
ID_KKBQQS,0.14537582676315464,0.18394365634275076,0.22145122042819357,0.14537582676315464,0.18394365634275076,0.22145122042819357
ID_XMDQ0Y,1e-07,0.0007364089123343,0.000268902088773992,1e-07,0.0007364089123343,0.000268902088773992
ID_J1LSS5,0.000184139695337008,0.000542589324253724,0.000268902088773992,0.000184139695337008,0.000542589324253724,0.000268902088773992
ID_UKASHO,0.000184139695337008,0.000305629735435792,0.000656271285941792,0.000184139695337008,0.000305629735435792,0.000656271285941792
ID_3RTT5L,0.16822347239814703,0.09299951583978423,0.126998661683739,0.16822347239814703,0.09299951583978423,0.126998661683739
ID_HWGAEQ,0.000184139695337008,0.000617323082674828,0.000268902088773992,0.000184139695337008,0.000617323082674828,0.000268902088773992
ID_U0LN1Z,0.08803465010490985,0.08127907596761179,0.0947814665420065,0.08803465010490985,0.08127907596761179,0.0947814665420065
ID_XCBXS7,0.08993186481346188,0.05914209409356166,0.10219676867732441,0.08993186481346188,0.05914209409356166,0.10219676867732441
ID_YFDC0M,0.000184139695337008,0.000617323082674828,0.000268902088773992,0.000184139695337008,0.000617323082674828,0.000268902088773992
ID_RCNWC6,0.29906673332321143,0.15663905283799412,0.16956901551216236,0.29906673332321143,0.15663905283799412,0.16956901551216236
ID_671WLE,0.12155084138762252,0.07690357754096278,0.11881685584702141,0.12155084138762252,0.07690357754096278,0.11881685584702141
ID_JXJ5V1,0.000173467264926268,0.00108957658942816,0.000656271285941792,0.000173467264926268,0.00108957658942816,0.000656271285941792
ID_QMT9FM,0.16734164777180285,0.13720364046954364,0.12920191483638543,0.16734164777180285,0.13720364046954364,0.12920191483638543
ID_VUL81Z,1e-07,0.000885888235324808,0.001233240401198648,1e-07,0.000885888235324808,0.001233240401198648
ID_MRZSZ3,0.000173467264926268,0.000921147681324468,0.000268902088773992,0.000173467264926268,0.000921147681324468,0.000268902088773992
ID_8HVUID,0.000184139695337008,0.000868810246512056,0.000268902088773992,0.000184139695337008,0.000868810246512056,0.000268902088773992
ID_3410TA,0.00084516631050668,0.00108957658942816,0.000268902088773992,0.00084516631050668,0.00108957658942816,0.000268902088773992
ID_ETZB50,0.000184139695337008,0.000542589324253724,0.000268902088773992,0.000184139695337008,0.000542589324253724,0.000268902088773992
ID_C19QG9,0.000184139695337008,0.000617323082674828,0.000268902088773992,0.000184139695337008,0.000617323082674828,0.000268902088773992
ID_L44KDR,0.000184139695337008,0.000542589324253724,0.000268902088773992,0.000184139695337008,0.000542589324253724,0.000268902088773992
ID_4DI6LA,1e-07,0.000542589324253724,0.000268902088773992,1e-07,0.000542589324253724,0.000268902088773992
ID_MLY1IW,0.00040758578892641196,0.000868810246512056,0.000268902088773992,0.00040758578892641196,0.000868810246512056,0.000268902088773992
ID_93HGEN,0.29223315950060225,0.1334833044013693,0.13525161825707513,0.29223315950060225,0.1334833044013693,0.13525161825707513
ID_LIHISF,0.00084516631050668,0.001221122124863236,0.000462029854672472,0.00084516631050668,0.001221122124863236,0.000462029854672472
ID_WE6D86,1e-07,0.000173228401258036,0.000268902088773992,1e-07,0.000173228401258036,0.000268902088773992
ID_GPFY9L,0.000173467264926268,0.000444305970700328,0.000462029854672472,0.000173467264926268,0.000444305970700328,0.000462029854672472
ID_RODTO0,0.000184139695337008,0.000542589324253724,0.000268902088773992,0.000184139695337008,0.000542589324253724,0.000268902088773992
ID_RX87BE,0.000184139695337008,0.000617323082674828,0.000268902088773992,0.000184139695337008,0.000617323082674828,0.000268902088773992
ID_38DTWE,0.0006434767478494719,0.000868810246512056,0.000656271285941792,0.0006434767478494719,0.000868810246512056,0.000656271285941792
ID_OZURHC,0.0046713834047516075,0.0053746991741528355,0.006838322970766263,0.0046713834047516075,0.0053746991741528355,0.006838322970766263
ID_C837CJ,1e-07,0.00037416041615003203,0.000268902088773992,1e-07,0.00037416041615003203,0.000268902088773992
ID_P91IX6,0.000184139695337008,0.000617323082674828,0.000268902088773992,0.000184139695337008,0.000617323082674828,0.000268902088773992
ID_8NF6B2,0.000184139695337008,0.000542589324253724,0.000268902088773992,0.000184139695337008,0.000542589324253724,0.000268902088773992
ID_4TNPPX,0.000173467264926268,0.001111301650026688,0.000462029854672472,0.000173467264926268,0.001111301650026688,0.000462029854672472
ID_B3KWIH,0.000184139695337008,0.000542589324253724,0.000268902088773992,0.000184139695337008,0.000542589324253724,0.000268902088773992
ID_SG931P,0.00040758578892641196,0.000542589324253724,0.000268902088773992,0.00040758578892641196,0.000542589324253724,0.000268902088773992
ID_BEPICH,0.00040758578892641196,0.001111301650026688,0.000462029854672472,0.00040758578892641196,0.001111301650026688,0.000462029854672472
ID_08XJFG,0.00040758578892641196,0.000542589324253724,0.000268902088773992,0.00040758578892641196,0.000542589324253724,0.000268902088773992
ID_D3YDST,0.003612971253787468,0.004142520754858016,0.005134920572007884,0.003612971253787468,0.004142520754858016,0.005134920572007884
ID_I6YHZD,0.000173467264926268,0.000444305970700328,0.000462029854672472,0.000173467264926268,0.000444305970700328,0.000462029854672472
ID_85J874,0.000173467264926268,0.000293826569020448,0.000268902088773992,0.000173467264926268,0.000293826569020448,0.000268902088773992
ID_VQEIBY,0.000173467264926268,0.000542589324253724,0.000268902088773992,0.000173467264926268,0.000542589324253724,0.000268902088773992
ID_0JQSZK,1e-07,0.0006344010714875799,8.5309045558336e-05,1e-07,0.0006344010714875799,8.5309045558336e-05
ID_JIDZNT,1e-07,0.000868810246512056,0.000656271285941792,1e-07,0.000868810246512056,0.000656271285941792
ID_15PDE4,1e-07,0.000868810246512056,0.000268902088773992,1e-07,0.000868810246512056,0.000268902088773992
ID_PKN25B,1e-07,0.0002598403899328,8.5309045558336e-05,1e-07,0.0002598403899328,8.5309045558336e-05
ID_D5RQPV,0.000926918466697196,0.0022120226481935476,0.004397469948965444,0.000926918466697196,0.0022120226481935476,0.004397469948965444
ID_0QRDVL,1e-07,0.001336558545866672,0.002745201184593332,1e-07,0.001336558545866672,0.002745201184593332
ID_LCBLI1,1e-07,0.00039224172411064,0.000394018721463988,1e-07,0.00039224172411064,0.000394018721463988
ID_RC9RKR,0.00040758578892641196,0.0013203661466186121,0.002080373782651748,0.00040758578892641196,0.0013203661466186121,0.002080373782651748
ID_HFEO8Z,1e-07,0.001336558545866672,0.002815563187426328,1e-07,0.001336558545866672,0.002815563187426328
ID_EFQEXF,0.000173467264926268,0.0015663880255555641,0.002063688105825944,0.000173467264926268,0.0015663880255555641,0.002063688105825944
ID_9UK4KJ,1e-07,0.0007201274705977359,8.5309045558336e-05,1e-07,0.0007201274705977359,8.5309045558336e-05
ID_VEMXQ2,1e-07,0.00027603278918094396,8.5309045558336e-05,1e-07,0.00027603278918094396,8.5309045558336e-05
ID_VGN8QR,0.000184139695337008,0.001336558545866672,0.001575317555759636,0.000184139695337008,0.001336558545866672,0.001575317555759636
ID_04QBJK,1e-07,0.0010850713820294438,0.0017755940634642802,1e-07,0.0010850713820294438,0.0017755940634642802
ID_M6902J,0.000173467264926268,0.001797646935118108,0.004397469948965444,0.000173467264926268,0.001797646935118108,0.004397469948965444
ID_5662X6,0.000511583429794724,0.002149679052945316,0.0030434534703852358,0.000511583429794724,0.002149679052945316,0.0030434534703852358
ID_EMVPFU,1e-07,0.0002598403899328,8.5309045558336e-05,1e-07,0.0002598403899328,8.5309045558336e-05
ID_7KALEL,0.034992708926252065,0.05128997820278006,0.08149363513376912,0.034992708926252065,0.05128997820278006,0.08149363513376912
ID_8APH0Q,1e-07,0.000643728887947868,0.000656271285941792,1e-07,0.000643728887947868,0.000656271285941792
ID_KR985R,1e-07,0.000587726136419896,0.000394018721463988,1e-07,0.000587726136419896,0.000394018721463988
ID_87YV3I,1e-07,0.0002598403899328,8.5309045558336e-05,1e-07,0.0002598403899328,8.5309045558336e-05
ID_TR8ASA,1e-07,0.001336558545866672,0.002815563187426328,1e-07,0.001336558545866672,0.002815563187426328
ID_MCNRLY,0.000184139695337008,0.000643728887947868,0.000656271285941792,0.000184139695337008,0.000643728887947868,0.000656271285941792
ID_U2C1OY,1e-07,0.00027603278918094396,8.5309045558336e-05,1e-07,0.00027603278918094396,8.5309045558336e-05
ID_02VC5B,0.000265891851527608,0.001573313514653708,0.002815563187426328,0.000265891851527608,0.001573313514653708,0.002815563187426328
ID_IMR2O6,1e-07,0.0002598403899328,8.5309045558336e-05,1e-07,0.0002598403899328,8.5309045558336e-05
ID_11U5X3,1e-07,0.001336558545866672,0.002745201184593332,1e-07,0.001336558545866672,0.002745201184593332
ID_BWQ4QE,1e-07,0.0002598403899328,8.5309045558336e-05,1e-07,0.0002598403899328,8.5309045558336e-05
ID_LMJQO0,1e-07,0.001336558545866672,0.002745201184593332,1e-07,0.001336558545866672,0.002745201184593332
ID_J8X1JQ,1e-07,0.0002598403899328,8.5309045558336e-05,1e-07,0.0002598403899328,8.5309045558336e-05
ID_IVOGMZ,0.047476179126967895,0.049257155955119106,0.06831584672025924,0.047476179126967895,0.049257155955119106,0.06831584672025924
ID_Z9OCJD,1e-07,0.0002598403899328,8.5309045558336e-05,1e-07,0.0002598403899328,8.5309045558336e-05
ID_W22JQT,1e-07,0.00027603278918094396,8.5309045558336e-05,1e-07,0.00027603278918094396,8.5309045558336e-05
ID_JG6KVB,1e-07,0.0002598403899328,8.5309045558336e-05,1e-07,0.0002598403899328,8.5309045558336e-05
ID_IRIQ9N,0.03981846942528557,0.04090631794635919,0.05121768497781566,0.03981846942528557,0.04090631794635919,0.05121768497781566
ID_O059B0,0.000265891851527608,0.001573313514653708,0.002815563187426328,0.000265891851527608,0.001573313514653708,0.002815563187426328
ID_CTIZD5,0.000173467264926268,0.001816160817488648,0.002043730777224188,0.000173467264926268,0.001816160817488648,0.002043730777224188
ID_ZIXA8E,1e-07,0.0002598403899328,8.5309045558336e-05,1e-07,0.0002598403899328,8.5309045558336e-05
ID_NB1NLU,1e-07,0.001768264685474204,0.002815563187426328,1e-07,0.001768264685474204,0.002815563187426328
ID_U6ULCZ,1e-07,0.0002598403899328,8.5309045558336e-05,1e-07,0.0002598403899328,8.5309045558336e-05
ID_QSX3RO,0.0554798354233075,0.09025819747535364,0.10230195035257678,0.0554798354233075,0.09025819747535364,0.10230195035257678
ID_1UA6WQ,0.006328534606802696,0.014288956467585451,0.020400644683378256,0.006328534606802696,0.014288956467585451,0.020400644683378256
ID_XPSO6B,1e-07,0.00027603278918094396,8.5309045558336e-05,1e-07,0.00027603278918094396,8.5309045558336e-05
ID_2ZQ7PC,0.000173467264926268,0.002111919418599852,0.004307961822912492,0.000173467264926268,0.002111919418599852,0.004307961822912492
ID_WDF4T1,1e-07,0.0002598403899328,8.5309045558336e-05,1e-07,0.0002598403899328,8.5309045558336e-05
ID_P6V6NH,0.000511583429794724,0.0013876292539832119,0.002745201184593332,0.000511583429794724,0.0013876292539832119,0.002745201184593332
ID_224AL4,1e-07,0.0002598403899328,8.5309045558336e-05,1e-07,0.0002598403899328,8.5309045558336e-05
ID_BOJ8C6,0.000173467264926268,0.002034401903905144,0.004397469948965444,0.000173467264926268,0.002034401903905144,0.004397469948965444
ID_FHTL2A,1e-07,0.000971614634434964,0.000656271285941792,1e-07,0.000971614634434964,0.000656271285941792
ID_4JT5BR,1e-07,0.001336558545866672,0.0020270451003983002,1e-07,0.001336558545866672,0.0020270451003983002
ID_3JRM7J,1e-07,0.000587726136419896,0.000394018721463988,1e-07,0.000587726136419896,0.000394018721463988
ID_QCP4DY,1e-07,0.0021999531852339316,0.002815563187426328,1e-07,0.0021999531852339316,0.002815563187426328
ID_N9NVTY,0.000686241473464384,0.0027723738668609357,0.002815563187426328,0.000686241473464384,0.0027723738668609357,0.002815563187426328
ID_L8NEX2,0.000265891851527608,0.001573313514653708,0.002815563187426328,0.000265891851527608,0.001573313514653708,0.002815563187426328
ID_V0ITZI,1e-07,0.0002598403899328,8.5309045558336e-05,1e-07,0.0002598403899328,8.5309045558336e-05
ID_U810NE,0.000265891851527608,0.001573313514653708,0.002815563187426328,0.000265891851527608,0.001573313514653708,0.002815563187426328
ID_T7IUG7,1e-07,0.001336558545866672,0.002745201184593332,1e-07,0.001336558545866672,0.002745201184593332
ID_P2HPA7,0.000265891851527608,0.001573313514653708,0.002815563187426328,0.000265891851527608,0.001573313514653708,0.002815563187426328
ID_7HCA07,0.00040758578892641196,0.002034401903905144,0.0024298413497007357,0.00040758578892641196,0.002034401903905144,0.0024298413497007357
ID_H1MCDH,1e-07,0.0002598403899328,8.5309045558336e-05,1e-07,0.0002598403899328,8.5309045558336e-05
ID_JAGL6N,1e-07,0.00027603278918094396,8.5309045558336e-05,1e-07,0.00027603278918094396,8.5309045558336e-05
ID_Q07G0X,1e-07,0.00048434029289958,0.000268902088773992,1e-07,0.00048434029289958,0.000268902088773992
ID_GFGBJP,1e-07,0.00039224172411064,8.5309045558336e-05,1e-07,0.00039224172411064,8.5309045558336e-05
ID_CCCZIE,1e-07,0.0002598403899328,0.000268902088773992,1e-07,0.0002598403899328,0.000268902088773992
ID_590HV5,1e-07,0.0002598403899328,0.000268902088773992,1e-07,0.0002598403899328,0.000268902088773992
ID_3V4E7G,1e-07,0.000643728887947868,0.000656271285941792,1e-07,0.000643728887947868,0.000656271285941792
ID_GIQVVF,1e-07,0.000703935071349676,0.001222438873654864,1e-07,0.000703935071349676,0.001222438873654864
ID_QLQOL2,1e-07,0.0002598403899328,0.000268902088773992,1e-07,0.0002598403899328,0.000268902088773992
ID_0CE2HK,1e-07,0.000643728887947868,0.000268902088773992,1e-07,0.000643728887947868,0.000268902088773992
ID_QG2TA1,1e-07,0.000196690253419252,0.000268902088773992,1e-07,0.000196690253419252,0.000268902088773992
ID_06I476,0.000173467264926268,0.00055448584744996,0.000268902088773992,0.000173467264926268,0.00055448584744996,0.000268902088773992
ID_MJ1FKS,1e-07,0.00039224172411064,0.000268902088773992,1e-07,0.00039224172411064,0.000268902088773992
ID_CVPRQL,1e-07,0.0002598403899328,0.000268902088773992,1e-07,0.0002598403899328,0.000268902088773992
ID_SZV3JP,1e-07,0.00040400644577007997,0.000268902088773992,1e-07,0.00040400644577007997,0.000268902088773992
ID_97O1LE,1e-07,0.000703935071349676,0.0014874592690749921,1e-07,0.000703935071349676,0.0014874592690749921
ID_DXPTCG,1e-07,0.00039224172411064,0.000268902088773992,1e-07,0.00039224172411064,0.000268902088773992
ID_VP7MWU,1e-07,0.000703935071349676,0.000268902088773992,1e-07,0.000703935071349676,0.000268902088773992
ID_YI13PR,1e-07,0.0002598403899328,8.5309045558336e-05,1e-07,0.0002598403899328,8.5309045558336e-05
ID_GKSEUX,1e-07,0.000643728887947868,0.000268902088773992,1e-07,0.000643728887947868,0.000268902088773992
ID_2JDZDR,1e-07,0.00040400644577007997,0.000268902088773992,1e-07,0.00040400644577007997,0.000268902088773992
ID_ESCEIY,0.000511583429794724,0.0016880016402977959,0.003049076294145056,0.000511583429794724,0.0016880016402977959,0.003049076294145056
ID_7YX6BJ,1e-07,0.0009554222351869041,0.000656271285941792,1e-07,0.0009554222351869041,0.000656271285941792
ID_K1MSGS,0.000265891851527608,0.001302459375466324,0.001476657741531292,0.000265891851527608,0.001302459375466324,0.001476657741531292
ID_HACR8W,1e-07,0.0002598403899328,0.000268902088773992,1e-07,0.0002598403899328,0.000268902088773992
ID_7IAGGB,1e-07,0.00039224172411064,0.000268902088773992,1e-07,0.00039224172411064,0.000268902088773992
ID_K1P3J8,0.00346708380752942,0.003734234950635648,0.003138584420197924,0.00346708380752942,0.003734234950635648,0.003138584420197924
ID_GHJU0P,0.000184139695337008,0.00039224172411064,0.000970987836720844,0.000184139695337008,0.00039224172411064,0.000970987836720844
ID_QB2VOQ,1e-07,0.00048434029289958,0.000268902088773992,1e-07,0.00048434029289958,0.000268902088773992
ID_917FV8,1e-07,0.000703935071349676,0.001222438873654864,1e-07,0.000703935071349676,0.001222438873654864
ID_XW1VHF,1e-07,0.00039224172411064,0.000268902088773992,1e-07,0.00039224172411064,0.000268902088773992
ID_UK4G6M,1e-07,0.0002598403899328,0.000268902088773992,1e-07,0.0002598403899328,0.000268902088773992
ID_BIPA8U,1e-07,0.0002598403899328,8.5309045558336e-05,1e-07,0.0002598403899328,8.5309045558336e-05
ID_Z3YZCX,1e-07,0.000703935071349676,0.000268902088773992,1e-07,0.000703935071349676,0.000268902088773992
ID_OII8NJ,1e-07,0.000571533737171836,0.000268902088773992,1e-07,0.000571533737171836,0.000268902088773992
ID_KVZHRX,1e-07,0.00039224172411064,0.000394018721463988,1e-07,0.00039224172411064,0.000394018721463988
ID_KKWKS6,1e-07,0.00039224172411064,0.000268902088773992,1e-07,0.00039224172411064,0.000268902088773992
ID_OABA3T,1e-07,0.0002598403899328,0.000268902088773992,1e-07,0.0002598403899328,0.000268902088773992
ID_XK9A5W,1e-07,0.00048434029289958,0.000268902088773992,1e-07,0.00048434029289958,0.000268902088773992
ID_QCOJ3X,1e-07,0.000703935071349676,8.5309045558336e-05,1e-07,0.000703935071349676,8.5309045558336e-05
ID_10YMBD,1e-07,0.000703935071349676,0.001476657741531292,1e-07,0.000703935071349676,0.001476657741531292
ID_LPH3DB,1e-07,0.00040400644577007997,0.000268902088773992,1e-07,0.00040400644577007997,0.000268902088773992
ID_KHSX16,0.000173467264926268,0.00048434029289958,0.000268902088773992,0.000173467264926268,0.00048434029289958,0.000268902088773992
